,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L
497,HH0498,,3.0,2025-06-05,Cash Transfer,49.7,Very Unsatisfied,33.0,4.8
498,HH0499,,1.0,,E-Voucher,44.4,Very Unsatisfied,31.0,3.9
499,HH0500,Kakuma 1,9.0,2025-06-26,,,Neutral,33.5,3.8
500,HH0501,Kakuma 4,8.0,2025-06-23,Dry Rations,41.7,,26.6,4.1
501,HH0502,Kakuma 1,2.0,2025-06-20,E-Voucher,37.0,Neutral,24.5,2.7
502,HH0503,Kalobeyei,8.0,2025-06-04,Cash Transfer,41.9,Very Unsatisfied,33.3,2.2
503,HH0504,Kakuma 3,9.0,2025-06-24,Cash Transfer,31.6,Neutral,21.6,2.0
504,HH0505,,1.0,2025-06-30,E-Voucher,36.2,Very Satisfied,,2.6
505,HH0506,Kakuma 1,5.0,2025-06-24,E-Voucher,41.8,Neutral,29.9,2.4
506,HH0507,Kakuma 4,8.0,2025-06-02,E-Voucher,41.6,Satisfied,33.1,4.1
507,HH0508,Kakuma 4,2.0,2025-06-30,E-Voucher,38.9,Very Satisfied,25.2,3.4
508,HH0509,Kalobeyei,4.0,2025-06-18,Dry Rations,26.1,Unsatisfied,19.2,1.7
509,HH0510,Kakuma 1,7.0,2025-06-19,E-Voucher,46.4,Very Unsatisfied,,3.7
510,HH0511,Kakuma 3,3.0,2025-07-01,Dry Rations,48.3,Very Unsatisfied,34.8,4.2
511,HH0512,Kakuma 4,5.0,,Cash Transfer,56.4,Neutral,34.8,
512,HH0513,Kakuma 1,8.0,2025-06-28,E-Voucher,44.4,Very Satisfied,32.7,4.2
513,HH0514,Kakuma 4,,2025-06-19,Dry Rations,40.0,Unsatisfied,24.5,3.0
514,HH0515,Kakuma 4,4.0,2025-06-17,E-Voucher,29.9,Very Satisfied,21.5,2.7
515,HH0516,Kakuma 3,9.0,2025-07-01,Cash Transfer,54.9,Very Unsatisfied,41.1,4.3
516,HH0517,Kakuma 2,7.0,,Cash Transfer,42.5,Very Satisfied,27.3,3.3
517,HH0518,Kalobeyei,1.0,,Cash Transfer,,,32.2,2.3
518,HH0519,Kalobeyei,4.0,2025-06-22,E-Voucher,,Neutral,22.7,2.1
519,HH0520,Kakuma 3,4.0,2025-06-24,,36.8,Satisfied,28.3,
520,HH0521,Kakuma 4,9.0,2025-06-13,Dry Rations,46.9,Very Satisfied,,3.0
521,HH0522,Kakuma 1,6.0,2025-06-12,Cash Transfer,,Satisfied,19.2,1.5
522,HH0523,,9.0,2025-06-30,E-Voucher,56.3,Very Unsatisfied,35.3,4.8
523,HH0524,,,2025-06-26,Cash Transfer,54.1,Neutral,,2.8
524,HH0525,,6.0,2025-06-06,Cash Transfer,36.5,Neutral,,2.9
525,HH0526,Kakuma 4,5.0,2025-06-21,Dry Rations,31.4,Very Satisfied,20.1,2.4
526,HH0527,Kalobeyei,5.0,2025-07-01,Dry Rations,,Neutral,13.3,1.9
527,HH0528,Kakuma 1,2.0,2025-06-04,Dry Rations,27.5,Very Satisfied,19.9,2.0
528,HH0529,Kalobeyei,8.0,2025-06-19,Dry Rations,47.3,Very Satisfied,33.5,2.5
529,HH0530,,8.0,2025-06-16,Cash Transfer,43.2,Satisfied,27.0,3.4
530,HH0531,Kakuma 2,1.0,2025-06-13,Dry Rations,44.9,Neutral,29.5,4.1
531,HH0532,Kakuma 2,8.0,,Dry Rations,21.5,Very Satisfied,13.9,2.1
532,HH0533,Kakuma 2,5.0,2025-06-30,Dry Rations,,Satisfied,23.1,2.6
533,HH0534,Kalobeyei,,2025-06-23,Dry Rations,53.7,Unsatisfied,36.6,3.5
534,HH0535,Kakuma 3,2.0,2025-06-17,Cash Transfer,39.0,Satisfied,28.9,3.7
535,HH0536,Kalobeyei,6.0,2025-06-23,Dry Rations,27.3,,17.6,1.6
536,HH0537,Kakuma 3,9.0,2025-06-01,Cash Transfer,38.9,Very Satisfied,,3.1
537,HH0538,Kakuma 3,1.0,2025-06-18,E-Voucher,32.3,Very Unsatisfied,21.9,2.3
538,HH0539,Kakuma 2,6.0,2025-07-01,Cash Transfer,43.3,Very Unsatisfied,34.4,
539,HH0540,Kakuma 4,9.0,2025-06-20,Cash Transfer,40.2,Very Unsatisfied,31.8,2.7
540,HH0541,,8.0,2025-06-17,Dry Rations,45.4,Satisfied,34.5,2.9
541,HH0542,,6.0,2025-06-27,E-Voucher,27.8,Very Satisfied,18.0,2.3
542,HH0543,Kakuma 2,3.0,,E-Voucher,35.5,Neutral,21.8,3.5
543,HH0544,Kakuma 4,,2025-06-27,E-Voucher,50.9,Satisfied,,3.2
544,HH0545,Kakuma 1,9.0,2025-06-15,E-Voucher,26.5,Satisfied,,2.4
545,HH0546,Kalobeyei,1.0,2025-06-11,Cash Transfer,30.0,Very Satisfied,21.0,
546,HH0547,,9.0,2025-06-25,E-Voucher,42.0,Unsatisfied,31.7,3.2
547,HH0548,Kakuma 2,,2025-06-28,Cash Transfer,42.9,Satisfied,,2.3
548,HH0549,Kakuma 1,6.0,2025-06-22,Cash Transfer,35.1,,27.0,3.4
549,HH0550,Kakuma 2,4.0,2025-06-13,Cash Transfer,37.2,Unsatisfied,,3.3
550,HH0551,Kakuma 3,1.0,2025-06-01,E-Voucher,45.3,Very Unsatisfied,33.4,3.8
551,HH0552,Kakuma 2,8.0,2025-06-17,Dry Rations,48.5,Very Satisfied,32.1,4.4
552,HH0553,Kakuma 2,2.0,2025-06-06,Dry Rations,29.3,Unsatisfied,,
553,HH0554,Kalobeyei,1.0,2025-06-04,E-Voucher,43.6,Very Satisfied,32.3,4.3
554,HH0555,Kalobeyei,2.0,2025-06-20,Dry Rations,55.1,Very Unsatisfied,33.2,4.7
555,HH0556,,1.0,2025-06-16,,38.8,Very Satisfied,26.5,3.7
556,HH0557,,1.0,2025-06-15,Cash Transfer,29.2,Satisfied,,2.2
557,HH0558,Kalobeyei,9.0,2025-06-27,Cash Transfer,28.7,Unsatisfied,21.2,1.6
558,HH0559,Kakuma 1,1.0,2025-06-15,E-Voucher,38.4,Very Satisfied,28.9,2.9
559,HH0560,Kakuma 4,4.0,2025-06-06,E-Voucher,50.4,,33.3,2.8
560,HH0561,Kakuma 1,6.0,2025-06-15,,39.6,Very Satisfied,30.2,3.2
561,HH0562,Kakuma 1,7.0,2025-06-14,,41.9,Unsatisfied,27.6,
562,HH0563,Kalobeyei,,2025-06-28,E-Voucher,30.0,Very Unsatisfied,20.7,2.4
563,HH0564,Kakuma 4,6.0,,E-Voucher,,Very Unsatisfied,37.1,2.5
564,HH0565,,,2025-06-07,E-Voucher,,Unsatisfied,21.0,1.7
565,HH0566,,2.0,2025-06-09,E-Voucher,35.0,Satisfied,27.9,2.6
566,HH0567,Kakuma 3,2.0,2025-06-26,E-Voucher,,Satisfied,29.9,4.5
567,HH0568,Kalobeyei,7.0,2025-06-16,E-Voucher,19.6,Very Unsatisfied,14.4,1.4
568,HH0569,Kakuma 4,1.0,2025-06-05,Dry Rations,41.7,Very Unsatisfied,,3.0
569,HH0570,Kakuma 3,8.0,2025-06-25,Cash Transfer,,Unsatisfied,23.2,2.5
570,HH0571,,3.0,2025-06-20,Cash Transfer,40.2,Satisfied,,
571,HH0572,Kakuma 2,6.0,2025-06-29,E-Voucher,,Very Unsatisfied,27.4,2.4
572,HH0573,Kakuma 3,9.0,2025-06-10,Cash Transfer,61.1,Satisfied,43.6,4.3
573,HH0574,Kakuma 3,6.0,2025-06-18,Cash Transfer,36.1,Very Unsatisfied,23.6,2.2
574,HH0575,Kalobeyei,9.0,2025-06-03,Cash Transfer,58.4,Very Satisfied,40.6,5.7
575,HH0576,Kalobeyei,7.0,2025-06-13,E-Voucher,45.9,Neutral,,2.6
576,HH0577,Kakuma 2,9.0,2025-06-11,E-Voucher,32.0,Very Satisfied,22.9,2.2
577,HH0578,Kakuma 4,2.0,2025-06-17,Cash Transfer,43.3,Very Unsatisfied,33.7,2.2
578,HH0579,Kakuma 2,8.0,2025-06-30,Cash Transfer,37.0,Neutral,26.4,2.3
579,HH0580,Kakuma 4,8.0,2025-06-30,E-Voucher,42.4,Neutral,30.8,3.8
580,HH0581,Kakuma 4,2.0,2025-06-22,Dry Rations,32.9,Very Unsatisfied,23.2,2.0
581,HH0582,Kalobeyei,,2025-06-13,Cash Transfer,56.9,Very Unsatisfied,34.7,3.1
582,HH0583,Kakuma 1,7.0,2025-06-06,Dry Rations,,Satisfied,31.9,3.6
583,HH0584,Kakuma 1,,2025-06-17,Cash Transfer,40.3,Very Unsatisfied,28.1,
584,HH0585,Kakuma 3,4.0,2025-06-27,Dry Rations,57.3,Unsatisfied,37.9,3.1
585,HH0586,Kalobeyei,6.0,2025-06-13,Dry Rations,,Very Unsatisfied,25.9,3.7
586,HH0587,Kakuma 4,6.0,2025-06-19,,,,35.7,4.5
587,HH0588,Kakuma 1,3.0,2025-06-21,E-Voucher,40.4,Very Unsatisfied,26.8,3.9
588,HH0589,Kakuma 4,,2025-06-19,Dry Rations,43.9,,28.6,4.1
589,HH0590,Kakuma 1,2.0,2025-06-10,Dry Rations,39.2,Unsatisfied,27.2,
590,HH0591,Kakuma 1,6.0,2025-06-03,Dry Rations,41.0,Very Satisfied,25.7,2.2
591,HH0592,Kakuma 1,7.0,2025-06-14,Cash Transfer,41.7,,32.8,
592,HH0593,Kalobeyei,,,,33.3,Satisfied,25.8,3.1
593,HH0594,Kakuma 2,3.0,2025-06-19,,36.0,,26.7,3.2
594,HH0595,Kakuma 4,3.0,2025-06-05,Dry Rations,,Very Unsatisfied,23.5,2.9
595,HH0596,Kalobeyei,7.0,2025-06-29,Dry Rations,42.3,Very Unsatisfied,31.9,2.6
596,HH0597,Kalobeyei,4.0,,E-Voucher,39.7,Satisfied,30.2,3.7
597,HH0598,Kalobeyei,8.0,2025-06-20,Cash Transfer,51.7,Neutral,39.0,4.5
598,HH0599,,7.0,2025-06-17,Dry Rations,48.5,Very Unsatisfied,30.2,4.8
599,HH0600,Kalobeyei,,2025-06-21,Cash Transfer,38.0,Very Satisfied,27.7,2.2
600,HH0601,Kakuma 3,7.0,,Cash Transfer,,,41.3,
601,HH0602,Kakuma 4,3.0,2025-06-05,E-Voucher,58.7,Unsatisfied,42.0,3.6
602,HH0603,Kalobeyei,2.0,2025-06-04,E-Voucher,19.6,Unsatisfied,14.3,1.8
603,HH0604,Kakuma 4,6.0,2025-06-06,E-Voucher,49.3,Very Satisfied,34.1,2.9
604,HH0605,Kakuma 3,,2025-06-26,E-Voucher,33.1,Very Unsatisfied,23.4,1.8
605,HH0606,Kakuma 3,3.0,2025-06-04,E-Voucher,48.0,Satisfied,29.1,4.8
606,HH0607,Kakuma 4,6.0,2025-06-30,E-Voucher,52.4,Very Satisfied,38.1,2.7
607,HH0608,,5.0,2025-06-07,E-Voucher,31.2,Very Unsatisfied,19.2,2.9
608,HH0609,Kakuma 2,8.0,2025-06-07,E-Voucher,21.5,Satisfied,14.8,
609,HH0610,Kakuma 1,9.0,2025-06-18,Dry Rations,48.4,Unsatisfied,31.9,4.5
610,HH0611,,3.0,2025-06-03,Cash Transfer,41.4,Satisfied,29.4,3.2
611,HH0612,Kakuma 1,3.0,2025-06-01,E-Voucher,23.3,,,2.2
612,HH0613,Kalobeyei,3.0,,E-Voucher,65.3,Satisfied,48.2,6.3
613,HH0614,Kakuma 3,6.0,2025-06-25,Cash Transfer,46.2,Neutral,35.1,2.3
614,HH0615,Kakuma 1,1.0,2025-06-04,Dry Rations,,Satisfied,29.5,2.5
615,HH0616,Kakuma 3,7.0,2025-06-06,Cash Transfer,53.7,Neutral,33.3,3.4
616,HH0617,Kakuma 4,1.0,2025-06-09,Cash Transfer,34.2,Unsatisfied,21.5,2.9
617,HH0618,Kakuma 2,5.0,2025-06-22,,41.3,,32.0,3.9
618,HH0619,Kakuma 4,8.0,2025-06-14,Cash Transfer,26.8,Neutral,18.9,2.0
619,HH0620,Kakuma 4,4.0,2025-06-28,Cash Transfer,33.9,Neutral,23.5,2.7
620,HH0621,Kalobeyei,5.0,2025-06-12,E-Voucher,43.9,Unsatisfied,27.3,2.6
621,HH0622,Kakuma 2,4.0,2025-06-28,E-Voucher,23.3,Neutral,17.0,2.1
622,HH0623,Kakuma 4,4.0,2025-06-25,E-Voucher,33.6,Very Satisfied,26.0,3.3
623,HH0624,Kakuma 4,8.0,2025-07-01,E-Voucher,30.7,Unsatisfied,,1.9
624,HH0625,Kakuma 2,2.0,2025-06-20,Cash Transfer,41.4,Very Satisfied,30.0,3.1
625,HH0626,Kakuma 2,1.0,2025-06-24,Cash Transfer,45.7,Unsatisfied,28.1,2.5
626,HH0627,Kakuma 4,3.0,2025-06-25,Dry Rations,47.4,Neutral,29.5,3.7
627,HH0628,Kakuma 2,9.0,2025-06-04,Dry Rations,50.0,Very Satisfied,30.5,3.8
628,HH0629,Kakuma 4,,2025-06-21,Cash Transfer,53.7,Neutral,35.0,3.1
629,HH0630,Kakuma 4,5.0,2025-06-30,Dry Rations,46.1,Unsatisfied,28.9,3.3
630,HH0631,Kalobeyei,2.0,2025-06-24,Cash Transfer,58.9,Neutral,38.4,
631,HH0632,,4.0,2025-06-12,,41.2,Very Satisfied,,
632,HH0633,Kakuma 4,2.0,2025-06-10,E-Voucher,38.3,Very Satisfied,30.2,3.0
633,HH0634,,,2025-06-30,,46.1,Neutral,33.3,2.3
634,HH0635,Kakuma 1,,2025-06-22,E-Voucher,,Satisfied,,3.3
635,HH0636,Kakuma 1,6.0,,E-Voucher,58.5,Unsatisfied,43.4,5.0
636,HH0637,Kakuma 1,,2025-06-07,E-Voucher,51.3,Unsatisfied,31.9,3.5
637,HH0638,Kalobeyei,3.0,2025-06-03,E-Voucher,,Neutral,35.5,2.5
638,HH0639,Kakuma 4,3.0,2025-06-23,Dry Rations,41.3,Satisfied,27.1,3.6
639,HH0640,Kalobeyei,6.0,2025-06-28,Cash Transfer,35.9,Very Satisfied,26.1,3.5
640,HH0641,Kakuma 4,3.0,2025-06-14,E-Voucher,47.0,Very Unsatisfied,31.4,2.9
641,HH0642,Kalobeyei,2.0,,Dry Rations,28.7,Very Unsatisfied,,1.9
642,HH0643,Kalobeyei,8.0,2025-06-10,E-Voucher,55.3,Neutral,36.1,3.3
643,HH0644,Kakuma 3,,2025-06-16,Dry Rations,38.2,Satisfied,,3.0
644,HH0645,Kalobeyei,1.0,2025-06-16,,43.1,Satisfied,33.9,2.5
645,HH0646,Kakuma 2,,2025-06-22,Dry Rations,30.9,Unsatisfied,18.7,2.1
646,HH0647,,8.0,2025-07-01,Cash Transfer,47.2,,34.9,4.0
647,HH0648,Kalobeyei,4.0,2025-06-10,Dry Rations,35.5,Satisfied,26.4,2.8
648,HH0649,Kakuma 1,7.0,2025-06-25,Dry Rations,46.5,Very Unsatisfied,35.7,3.2
649,HH0650,Kakuma 2,2.0,,Cash Transfer,47.6,Very Satisfied,37.8,3.4
650,HH0651,Kakuma 2,7.0,2025-06-06,Cash Transfer,33.5,Very Satisfied,,
651,HH0652,Kakuma 2,5.0,2025-06-12,Dry Rations,28.8,Neutral,17.7,1.4
652,HH0653,Kakuma 3,5.0,2025-06-09,Cash Transfer,55.3,Satisfied,42.3,3.0
653,HH0654,Kalobeyei,6.0,2025-06-13,E-Voucher,38.1,Neutral,27.8,
654,HH0655,Kalobeyei,9.0,2025-06-04,E-Voucher,,Satisfied,30.8,2.3
655,HH0656,Kakuma 1,6.0,2025-06-24,Cash Transfer,44.9,Unsatisfied,28.1,3.8
656,HH0657,,8.0,2025-06-11,Cash Transfer,27.5,Neutral,20.1,2.6
657,HH0658,Kakuma 2,7.0,2025-06-20,Dry Rations,,Neutral,35.5,
658,HH0659,Kakuma 1,9.0,2025-06-18,Cash Transfer,41.0,Very Unsatisfied,,2.8
659,HH0660,Kakuma 3,4.0,2025-06-26,Dry Rations,33.6,Neutral,,2.6
660,HH0661,Kalobeyei,2.0,2025-06-11,E-Voucher,28.4,Satisfied,17.3,2.7
661,HH0662,Kakuma 2,7.0,,Cash Transfer,46.1,Very Unsatisfied,31.0,4.5
662,HH0663,Kakuma 1,6.0,2025-06-21,Dry Rations,,Neutral,39.3,4.5
663,HH0664,Kakuma 3,1.0,2025-06-04,Dry Rations,41.8,Neutral,30.9,2.3
664,HH0665,Kakuma 3,9.0,2025-06-18,E-Voucher,25.7,Unsatisfied,17.8,2.1
665,HH0666,,9.0,2025-06-01,Cash Transfer,29.4,Neutral,18.0,2.1
666,HH0667,Kalobeyei,2.0,2025-06-27,E-Voucher,35.7,Very Satisfied,,2.6
667,HH0668,Kakuma 1,3.0,2025-06-07,,55.6,Very Unsatisfied,,2.9
668,HH0669,Kakuma 2,5.0,2025-06-06,Dry Rations,37.5,Very Satisfied,29.5,2.2
669,HH0670,Kakuma 1,,2025-07-01,Cash Transfer,35.3,,25.7,3.2
670,HH0671,Kakuma 3,1.0,,Dry Rations,23.3,Unsatisfied,15.4,1.7
671,HH0672,Kakuma 1,8.0,2025-06-18,Cash Transfer,33.4,Neutral,23.5,2.2
672,HH0673,Kalobeyei,8.0,2025-06-24,E-Voucher,27.7,Neutral,17.0,1.9
673,HH0674,Kakuma 4,4.0,2025-06-11,Cash Transfer,30.0,Neutral,23.8,
674,HH0675,,7.0,2025-06-20,Cash Transfer,41.2,Very Unsatisfied,27.7,3.6
675,HH0676,,3.0,2025-06-24,Dry Rations,36.0,Neutral,25.0,2.3
676,HH0677,Kalobeyei,6.0,,Dry Rations,57.0,Very Satisfied,38.3,3.2
677,HH0678,Kakuma 3,,2025-06-16,Cash Transfer,50.8,,37.4,3.2
678,HH0679,Kalobeyei,,2025-06-07,Dry Rations,33.9,,,3.3
679,HH0680,Kalobeyei,5.0,2025-06-21,Dry Rations,30.8,Very Satisfied,,2.4
680,HH0681,,,2025-06-10,Dry Rations,53.8,Neutral,35.2,
681,HH0682,,,2025-06-26,Cash Transfer,56.6,Neutral,37.5,
682,HH0683,Kakuma 2,1.0,2025-06-12,Dry Rations,18.1,Satisfied,11.3,1.2
683,HH0684,Kakuma 2,9.0,,Cash Transfer,40.9,Very Unsatisfied,29.9,3.7
684,HH0685,Kakuma 3,6.0,2025-06-14,Dry Rations,37.5,Very Satisfied,22.8,2.9
685,HH0686,Kakuma 1,4.0,2025-06-25,E-Voucher,46.5,Satisfied,33.5,2.6
686,HH0687,Kalobeyei,9.0,2025-06-05,,,Unsatisfied,46.0,3.4
687,HH0688,Kakuma 1,5.0,2025-06-26,Dry Rations,,Very Unsatisfied,,2.7
688,HH0689,Kakuma 1,5.0,2025-06-21,,19.4,,13.4,1.9
689,HH0690,Kakuma 3,5.0,2025-06-18,Cash Transfer,,Neutral,31.7,3.0
690,HH0691,Kalobeyei,1.0,,,53.9,,33.2,5.0
691,HH0692,Kalobeyei,1.0,,E-Voucher,37.0,,27.2,3.3
692,HH0693,Kakuma 4,8.0,2025-06-23,Dry Rations,32.9,Very Unsatisfied,25.1,2.1
693,HH0694,Kakuma 1,8.0,2025-06-26,Dry Rations,35.6,Neutral,23.1,
694,HH0695,,6.0,2025-06-05,E-Voucher,48.5,,33.2,2.7
695,HH0696,,4.0,2025-06-24,Cash Transfer,35.5,Neutral,27.3,3.1
696,HH0697,Kakuma 4,2.0,2025-06-17,Dry Rations,43.3,Unsatisfied,33.6,2.6
697,HH0698,Kakuma 2,2.0,2025-06-19,Cash Transfer,40.3,,26.1,2.8
698,HH0699,Kakuma 2,9.0,2025-06-19,Cash Transfer,39.2,Very Unsatisfied,27.8,2.9
699,HH0700,Kakuma 2,5.0,2025-06-25,E-Voucher,47.0,Very Satisfied,30.0,4.1
700,HH0701,Kakuma 3,4.0,2025-06-21,E-Voucher,35.2,Unsatisfied,21.8,2.0
701,HH0702,Kakuma 3,1.0,2025-06-12,Cash Transfer,,,27.9,2.5
702,HH0703,Kakuma 2,7.0,2025-06-25,Dry Rations,48.0,Satisfied,36.7,3.6
703,HH0704,Kakuma 4,3.0,2025-06-29,Cash Transfer,30.1,,22.6,2.3
704,HH0705,Kakuma 1,6.0,,Dry Rations,31.2,Satisfied,19.0,2.8
705,HH0706,,5.0,,Dry Rations,27.4,Neutral,21.1,1.6
706,HH0707,Kalobeyei,,2025-06-18,E-Voucher,48.5,Satisfied,33.3,4.4
707,HH0708,Kakuma 3,5.0,2025-06-21,Dry Rations,38.9,Unsatisfied,26.0,3.3
708,HH0709,Kakuma 1,1.0,2025-06-04,Dry Rations,26.9,Neutral,19.1,2.1
709,HH0710,Kakuma 1,1.0,2025-07-01,Cash Transfer,48.5,Very Unsatisfied,30.0,
710,HH0711,,3.0,,E-Voucher,34.4,,25.8,2.4
711,HH0712,Kalobeyei,,2025-06-25,Dry Rations,31.3,,22.4,
712,HH0713,Kakuma 2,5.0,2025-06-07,Dry Rations,,Very Unsatisfied,24.2,3.2
713,HH0714,Kakuma 3,2.0,2025-06-22,E-Voucher,54.8,Unsatisfied,34.9,
714,HH0715,Kakuma 3,8.0,2025-06-23,Cash Transfer,36.1,Very Satisfied,23.0,3.0
715,HH0716,Kakuma 4,2.0,2025-06-01,E-Voucher,45.8,Very Unsatisfied,28.0,3.1
716,HH0717,Kakuma 2,9.0,2025-06-17,E-Voucher,47.3,Very Satisfied,33.9,4.5
717,HH0718,Kakuma 2,2.0,2025-06-24,Dry Rations,,,34.1,3.5
718,HH0719,Kakuma 2,9.0,2025-06-29,Dry Rations,52.7,Unsatisfied,31.8,2.9
719,HH0720,Kakuma 2,7.0,,,32.9,Very Satisfied,20.1,2.4
720,HH0721,Kakuma 3,8.0,,Dry Rations,29.6,Very Unsatisfied,21.2,2.6
721,HH0722,Kakuma 3,2.0,2025-06-28,Dry Rations,29.4,Satisfied,22.5,2.6
722,HH0723,Kakuma 2,7.0,2025-06-26,E-Voucher,38.6,Satisfied,25.7,
723,HH0724,,6.0,2025-06-11,Dry Rations,30.5,Very Unsatisfied,,2.9
724,HH0725,Kakuma 1,4.0,2025-06-09,Cash Transfer,41.5,Very Unsatisfied,29.8,2.6
725,HH0726,Kakuma 1,,2025-06-07,E-Voucher,40.8,Very Satisfied,26.7,2.9
726,HH0727,Kakuma 4,4.0,2025-06-22,Cash Transfer,50.2,Neutral,30.4,4.8
727,HH0728,Kakuma 2,2.0,2025-06-17,E-Voucher,42.9,Satisfied,32.0,4.1
728,HH0729,Kakuma 3,,2025-06-17,,35.8,Very Satisfied,26.0,3.0
729,HH0730,Kakuma 1,8.0,2025-06-02,E-Voucher,44.1,Very Unsatisfied,31.6,4.1
730,HH0731,Kalobeyei,,2025-06-06,E-Voucher,29.7,Very Satisfied,22.2,1.6
731,HH0732,Kalobeyei,5.0,2025-06-14,Dry Rations,39.6,Very Unsatisfied,29.1,3.7
732,HH0733,Kakuma 4,1.0,2025-06-06,,43.2,Unsatisfied,27.7,2.9
733,HH0734,Kakuma 2,7.0,2025-06-02,Cash Transfer,41.3,Very Unsatisfied,,2.4
734,HH0735,Kakuma 1,8.0,2025-06-01,Cash Transfer,44.2,,27.6,2.7
735,HH0736,Kakuma 2,6.0,2025-06-10,Dry Rations,33.6,,21.0,2.4
736,HH0737,Kakuma 1,5.0,2025-06-21,Dry Rations,51.5,Neutral,37.9,
737,HH0738,Kakuma 4,6.0,2025-06-05,Dry Rations,58.2,Very Unsatisfied,44.9,3.8
738,HH0739,Kakuma 4,2.0,2025-06-02,E-Voucher,24.0,Satisfied,19.0,1.4
739,HH0740,Kalobeyei,1.0,2025-06-22,E-Voucher,27.8,Satisfied,20.2,
740,HH0741,Kakuma 2,7.0,2025-06-16,E-Voucher,40.4,Very Satisfied,25.7,3.2
741,HH0742,Kalobeyei,7.0,2025-06-25,,37.4,Neutral,23.2,
742,HH0743,Kakuma 2,2.0,2025-06-02,Cash Transfer,59.0,Very Satisfied,45.0,4.0
743,HH0744,Kalobeyei,2.0,2025-06-10,Dry Rations,42.2,Satisfied,30.2,3.7
744,HH0745,Kakuma 3,1.0,2025-06-02,E-Voucher,,Satisfied,39.0,5.1
745,HH0746,Kakuma 3,8.0,2025-06-16,E-Voucher,19.5,Unsatisfied,,1.7
746,HH0747,Kakuma 3,8.0,2025-06-16,Dry Rations,48.1,Very Unsatisfied,35.6,3.2
747,HH0748,,1.0,2025-06-19,Dry Rations,32.8,Satisfied,25.2,2.9
748,HH0749,,8.0,2025-06-29,E-Voucher,32.7,Very Satisfied,20.0,1.9
